0		0	0		3	1	1694
1		0	1		3	0	1587
2		0	2		3	1	1693
3		0	3		3	0	1588
4		0	4		3	1	1692
5		0	5		3	0	1589
6		0	6		3	1	1691
7		0	7		3	0	1590
8		0	8		3	1	1690
9		0	9		3	0	1591
10		0	10		3	1	1689
11		0	11		3	0	1592
12		0	12		3	1	1688
13		0	13		3	0	1593
14		0	14		3	1	1687
15		0	15		3	1	1686
16		0	16		3	1	1685
17		0	17		3	1	1684
18		0	18		3	0	1596
19		0	19		3	1	1683
20		0	20		3	0	1597
21		0	21		3	1	1682
22		0	22		3	0	1598
23		0	23		3	1	1681
24		0	24		3	0	1599
25		0	25		3	1	1680
26		0	26		3	0	1600
27		0	27		3	1	1823
28		0	28		3	0	1601
29		0	29		3	1	1822
30		0	30		3	0	1602
31		0	31		3	1	1821
32		0	32		3	0	1594
33		0	33		3	2	1838
34		0	34		3	2	1839
35		0	35		3	2	1840
36		0	36		3	2	1841
37		0	37		3	2	1842
38		0	38		3	2	1843
39		0	39		3	2	1844
40		0	40		3	2	1845
41		0	41		3	2	1846
42		0	42		3	2	1847
43		0	43		3	2	1848
44		0	44		3	2	1849
45		0	45		3	2	1850
46		0	46		3	2	1851
47		0	47		3	0	1586
48		0	48		3	0	1603
49		0	49		3	2	1824
50		0	50		3	2	1825
51		0	51		3	2	1826
52		0	52		3	2	1827
53		0	53		3	2	1828
54		0	54		3	2	1829
55		0	55		3	2	1830
56		0	56		3	2	1831
57		0	57		3	2	1832
58		0	58		3	2	1833
59		0	59		3	2	1834
60		0	60		3	2	1835
61		0	61		3	2	1836
62		0	62		3	2	1837
63		0	63		3	0	1595
64		0	64		3	1	1703
65		0	65		3	1	1702
66		0	66		3	0	1578
67		0	67		3	1	1701
68		0	68		3	0	1579
69		0	69		3	1	1700
70		0	70		3	0	1580
71		0	71		3	1	1699
72		0	72		3	0	1581
73		0	73		3	1	1698
74		0	74		3	0	1582
75		0	75		3	1	1697
76		0	76		3	0	1583
77		0	77		3	1	1696
78		0	78		3	0	1584
79		0	79		3	1	1695
80		0	80		3	1	1712
81		0	81		3	0	1569
82		0	82		3	1	1711
83		0	83		3	0	1570
84		0	84		3	1	1710
85		0	85		3	0	1571
86		0	86		3	1	1709
87		0	87		3	0	1572
88		0	88		3	1	1708
89		0	89		3	0	1573
90		0	90		3	1	1707
91		0	91		3	0	1574
92		0	92		3	1	1706
93		0	93		3	0	1575
94		0	94		3	1	1705
95		0	95		3	1	1704
96		0	96		3	0	1585
97		0	97		3	2	1852
98		0	98		3	2	1853
99		0	99		3	2	1854
100		0	100		3	2	1855
101		0	101		3	2	1856
102		0	102		3	2	1857
103		0	103		3	2	1858
104		0	104		3	2	1859
105		0	105		3	2	1860
106		0	106		3	2	1861
107		0	107		3	2	1862
108		0	108		3	2	1863
109		0	109		3	2	1864
110		0	110		3	2	1865
111		0	111		3	0	1577
112		0	112		3	0	1576
113		0	113		3	2	1866
114		0	114		3	2	1867
115		0	115		3	2	1868
116		0	116		3	2	1869
117		0	117		3	2	1870
118		0	118		3	2	1871
119		0	119		3	2	1872
120		0	120		3	2	1873
121		0	121		3	2	1874
122		0	122		3	2	1875
123		0	123		3	2	1876
124		0	124		3	2	1877
125		0	125		3	2	1878
126		0	126		3	2	1879
127		0	127		3	0	1568
128		1	0		3	1	1730
129		1	1		3	0	1551
130		1	2		3	1	1729
131		1	3		3	0	1552
132		1	4		3	1	1728
133		1	5		3	0	1553
134		1	6		3	1	1727
135		1	7		3	0	1554
136		1	8		3	1	1726
137		1	9		3	0	1555
138		1	10		3	1	1725
139		1	11		3	0	1556
140		1	12		3	1	1724
141		1	13		3	0	1557
142		1	14		3	1	1723
143		1	15		3	1	1722
144		1	16		3	1	1721
145		1	17		3	1	1720
146		1	18		3	0	1560
147		1	19		3	1	1719
148		1	20		3	0	1561
149		1	21		3	1	1718
150		1	22		3	0	1562
151		1	23		3	1	1717
152		1	24		3	0	1563
153		1	25		3	1	1716
154		1	26		3	0	1564
155		1	27		3	1	1715
156		1	28		3	0	1565
157		1	29		3	1	1714
158		1	30		3	0	1566
159		1	31		3	1	1713
160		1	32		3	0	1558
161		1	33		3	2	1894
162		1	34		3	2	1895
163		1	35		3	2	1896
164		1	36		3	2	1897
165		1	37		3	2	1898
166		1	38		3	2	1899
167		1	39		3	2	1900
168		1	40		3	2	1901
169		1	41		3	2	1902
170		1	42		3	2	1903
171		1	43		3	2	1904
172		1	44		3	2	1905
173		1	45		3	2	1906
174		1	46		3	2	1907
175		1	47		3	0	1550
176		1	48		3	0	1567
177		1	49		3	2	1880
178		1	50		3	2	1881
179		1	51		3	2	1882
180		1	52		3	2	1883
181		1	53		3	2	1884
182		1	54		3	2	1885
183		1	55		3	2	1886
184		1	56		3	2	1887
185		1	57		3	2	1888
186		1	58		3	2	1889
187		1	59		3	2	1890
188		1	60		3	2	1891
189		1	61		3	2	1892
190		1	62		3	2	1893
191		1	63		3	0	1559
192		1	64		3	1	1739
193		1	65		3	1	1738
194		1	66		3	0	1542
195		1	67		3	1	1737
196		1	68		3	0	1543
197		1	69		3	1	1736
198		1	70		3	0	1544
199		1	71		3	1	1735
200		1	72		3	0	1545
